,name,salary,addr,time,limit,company,type,vip,page
0,IOS工程师,12k-16k,南山区,2018-07-13 16:26:45,本科、3-5年,深圳蜜丝科技有限公司,天使轮、移动互联网,"职业成长大,福利多,美女多",1
1,iOS开发工程师,12k-18k,南山区,2018-07-13 16:25:20,本科、1-3年,深圳美西西餐饮管理有限公司,"B轮、移动互联网,生活服务","双休,牛人多,平台大,待遇好",1
2,iOS开发工程师,10k-20k,宝安区,2018-07-13 16:15:50,大专、3-5年,深圳市惠普优选科技有限公司,"天使轮、移动互联网,金融","五险一金,奖金丰厚,弹性不打卡,每天下午茶",1
3,IOS工程师,10k-20k,南山区,2018-07-13 16:11:47,不限、不限,深圳秀蛋科技有限公司,"A轮、移动互联网,社交网络","互联网公司,前沿产品,竞争力薪资,高速发展",1
4,IOS开发工程师,10K-18K,南山区,2018-07-13 16:08:15,本科、1-3年,深圳市七块技术有限公司,不需要融资、移动互联网,超好发展前景&nbsp;五险一金&amp;,1
5,iOS开发工程师,10k-16k,宝安区,2018-07-13 16:07:07,本科、1-3年,深圳市电陶思创科技有限公司,"A轮、移动互联网,硬件","季度旅游,季度提薪,股份期权,免费零食",1
6,IOS高级开发工程师,20k-40k,南山区,2018-07-13 16:02:42,本科、3-5年,恒大地产集团珠三角房地产开发有限公司,"上市公司、移动互联网,生活服务",大平台 顶级互联网公司来的各种leader,1
7,ios开发,10k-15k,宝安区,2018-07-13 15:25:46,大专、3-5年,深圳市海纳联达实业有限公司,"A轮、移动互联网,电子商务","五险,年终奖,股票期权,包吃包住",1
8,iOS开发工程师,9k-15k,福田区,2018-07-13 15:09:01,本科、1-3年,桂林智神信息技术有限公司,"未融资、移动互联网,企业服务","周末双休,五险一金,绩效奖金,餐补交通补",1
9,IOS运营专员,5k-8k,南山区,2018-07-13 15:07:13,大专、不限,上海奥飞游戏有限公司,A轮、游戏,"靠谱团队,工作氛围好,超精品项目,福利多多",1
10,IOS工程师,15k-25k,福田区,2018-07-13 15:00:31,本科、3-5年,万科物业发展有限公司,"不需要融资、O2O,生活服务",好平台,1
11,IOS开发工程师（H5混合开发）,15k-20k,南山区,2018-07-13 14:57:14,大专、3-5年,深圳市博奥特科技有限公司,"未融资、移动互联网,金融","前景广阔,提升空间大,金融行业,项目背景强",1
12,iOS工程师,10k-20k,宝安区,2018-07-13 14:54:40,大专、3-5年,云集共享科技有限公司,"B轮、电子商务,移动互联网","平台发展好,技术氛围浓,福利待遇佳,团队活动多",1
13,IOS开发工程师,10k-18k,南山区,2018-07-13 14:27:39,本科、1-3年,深圳库尚信息技术有限公司,B轮、电子商务,"美女多多,技术大牛,活动旅游,年度体检",1
14,iOS开发工程师（有鱼股票）,15k-25k,福田区,2018-07-13 14:24:29,本科、3-5年,深圳市有鱼智能科技有限公司,"上市公司、移动互联网,金融","BAT班底,上市公司,弹性工作制,发展空间大",1
15,高级ios开发工程师,10k-20k,南山区,2018-07-13 16:11:45,不限、不限,深圳秀蛋科技有限公司,"A轮、移动互联网,社交网络","互联网公司,前沿产品,竞争力薪资,高速发展",2
16,iOS开发,20k-40k,南山区,2018-07-13 16:02:39,本科、3-5年,恒大地产集团珠三角房地产开发有限公司,"上市公司、移动互联网,生活服务",大平台 各种顶级互联网公司来的Leader,2
17,ios开发工程师,12k-18k,宝安区,2018-07-13 14:23:27,大专、3-5年,深圳市畅行神州科技有限公司,"不需要融资、移动互联网,电子商务","年终分红,弹性班,旅游,五险一金",2
18,ios高级开发工程师,15k-25k,南山区,2018-07-13 14:20:33,本科、3-5年,深圳回收宝科技有限公司,"B轮、移动互联网,电子商务","扁平管理,团队好,创业平台,互联网",2
19,iOS开发工程师,15k-25k,南山区,2018-07-13 14:17:01,本科、5-10年,深圳市逗娱科技有限公司,"不需要融资、移动互联网,社交网络","周末双休,年终奖,绩效奖金,年度旅游",2
20,iOS开发工程师,15k-18k,南山区,2018-07-13 14:16:06,大专、3-5年,深圳市辣妈帮科技有限公司,D轮及以上、移动互联网,"成长快速,大牛团队,花式福利,丰厚年终",2
21,iOS开发工程师,12k-18k,福田区,2018-07-13 14:15:45,本科、3-5年,深圳市喜投金融服务有限公司,未融资、金融,"周末双休,五险一金,氛围好",2
22,iOS工程师,13k-16k,南山区,2018-07-13 14:15:43,不限、3-5年,深圳市快门科技有限公司,天使轮、移动互联网,"年终奖,季度奖,五险一金,带薪年假",2
23,iOS开发工程师,10k-15k,龙岗区,2018-07-13 14:11:44,本科、1-3年,广州华微明天软件技术有限公司,"A轮、移动互联网,企业服务","五险一金,周末双休,定期体检,团队氛围好",2
24,iOS开发工程师,8k-15k,南山区,2018-07-13 13:44:39,大专、1-3年,区块链科技有限公司,"不需要融资、数据服务,移动互联网","双休,五险一金,年终奖,弹性工作",2
25,ios研发工程师,10k-20k,南山区,2018-07-13 13:42:06,本科、3-5年,深圳TCL新技术有限公司,"上市公司、移动互联网,其他","平台好,大牛多,福利赞",2
26,iOS开发工程师,8k-12k,福田区,2018-07-13 13:41:33,大专、1-3年,深圳市源动信息技术有限公司,"未融资、移动互联网,企业服务","双休,五险一金,假期多",2
27,IOS开发工程师,6k-12k,宝安区,2018-07-13 13:16:58,本科、应届毕业生,深圳市智物科技有限公司,"天使轮、生活服务,O2O","帅哥多,福利好,发展机会大",2
28,IOS开发,10k-16k,福田区,2018-07-13 13:03:04,大专、3-5年,上海舟恩信息技术有限公司,不需要融资、移动互联网,"金融财富,大平台",2
29,iOS开发工程师,15K-30K,南山区,2018-07-13 13:00:37,本科、3-5年,百度在线网络技术（北京）有限公司,"不需要融资、移动互联网,数据服务","业务增长快,技术氛围浓,成长机会多",2
30,IOS开发工程师--外派深圳顺丰,8k-14k,南山区,2018-07-13 11:22:57,本科、3-5年,武汉佰钧成技术有限责任公司,不需要融资、移动互联网,"六险一金,做五休二,带薪年假,年度体检",4
31,IOS开发工程师,10k-20k,南山区,2018-07-13 10:50:03,本科、3-5年,深圳市贸人科技有限公司,"天使轮、移动互联网,社交网络","加班少,环境好,待遇高",4
32,iOS工程师,10k-18k,罗湖区,2018-07-13 10:47:32,大专、1-3年,深圳市天方达健信科技有限公司,A轮、移动互联网,行业发展前景广阔 公司2-3年内上市,4
33,iOS开发工程师-高级,8k-10k,龙岗区,2018-07-13 10:44:27,大专、3-5年,深圳市蛋壳创意科技有限公司,"未融资、移动互联网,其他","年强团队,朝九晚六,带薪休假,季度提薪",4
34,iOS开发工程师,10k-15k,南山区,2018-07-13 10:37:28,大专、1-3年,深圳市盛开互联网金融顾问有限公司,未融资、金融,扁平化管理 工作氛围好 平台好 职业发展好,4
35,高级ios移动开发工程师,13k-18k,福田区,2018-07-13 10:33:20,大专、3-5年,数睿科技（深圳）有限公司,"上市公司、移动互联网,电子商务","上市公司,丰厚福利,扁平化管理,轻松办公",4
36,IOS资深开发,20k-40k,南山区,2018-07-13 10:31:34,本科、3-5年,弘量科技（深圳）有限公司,A轮、金融,"互联网金融,股票期权,弹性工作,五险一金",4
37,IOS工程师,15k-20k,南山区,2018-07-13 10:28:48,本科、3-5年,深圳丹晴科技有限公司,"不需要融资、移动互联网,金融","港美股,交易系统,互联网金融,环境好",4
38,iOS开发工程师,8k-12k,宝安区,2018-07-13 10:26:53,本科、1-3年,深圳市轩霆科技有限公司,"不需要融资、移动互联网,硬件","项目奖金,股票期权,发挥空间大,快速成长",4
39,ios工程师,10k-18k,南山区,2018-07-13 10:23:24,大专、3-5年,深圳麦亚信科技股份有限公司,"上市公司、金融,数据服务","项目优质,工作氛围好,发展前景好,薪资高",4
40,高级IOS工程师,18k-30k,南山区,2018-07-13 10:20:12,本科、5-10年,深圳市优必选科技有限公司,"C轮、移动互联网,硬件","人工智能,机器人,氛围好",4
41,iOS开发工程师,10k-15k,南山区,2018-07-13 10:19:44,本科、不限,深圳花果山科技有限公司,B轮、电子商务,互联网、鲜肉萝莉、大牛指导、接受应届生,4
42,iOS,10k-15k,南山区,2018-07-13 10:17:50,本科、1-3年,深圳市迅享科技有限公司,"天使轮、移动互联网,O2O","地铁周边,带薪年假,加班补贴",4
43,IOS高级开发工程师,20k-40k,南山区,2018-07-13 10:16:15,本科、3-5年,深圳佑驾创新科技有限公司,"A轮、硬件,其他","自动驾驶,海归团队,扁平化管理,股票期权",4
44,IOS开发工程师,8k-16k,南山区,2018-07-13 10:15:32,本科、1-3年,胡桃智能科技（东莞）有限公司,"A轮、社交网络,硬件","技术大牛,扁平管理,谷歌氛围,黑科技产品",4
45,iOS开发工程师,6k-8k,龙岗区,2018-07-13 10:44:27,大专、1-3年,深圳市蛋壳创意科技有限公司,"未融资、移动互联网,其他","大小周,五险一金,环境好,地铁周边",5
46,IOS开发工程师,10k-20k,南山区,2018-07-13 10:31:20,本科、1-3年,弘量科技（深圳）有限公司,A轮、金融,"弹性工作,股票期权,互联网金融,五险一金",5
47,iOS实习工程师,2k-3k,宝安区,2018-07-13 10:26:53,不限、不限,深圳市轩霆科技有限公司,"不需要融资、移动互联网,硬件",快速成长 发挥空间大,5
48,IOS开发工程师,12k-20k,南山区,2018-07-13 10:12:44,本科、3-5年,矩阵元技术（深圳）有限公司,"A轮、信息安全,金融","技能培训,带薪年假,五险一金,节日福利",5
49,IOS开发工程师,20k-30k,宝安区,2018-07-13 10:10:31,大专、3-5年,深圳市英思奇信息咨询有限公司,"未融资、移动互联网,电子商务","包吃包住,21天年假,股权激励,公司规模大",5
50,IOS开发工程师,20k-40k,福田区,2018-07-13 10:09:20,本科、3-5年,安信证券股份有限公司,上市公司、金融,"带薪年假,福利好,氛围好,年终奖",5
51,IOS开发工程师,8K-15K,,2018-07-13 10:04:50,本科、1-3年,深圳市车咪云创科技有限公司,未融资、移动互联网,五险，晚餐补助,5
52,iOS开发工程师,10k-12k,南山区,2018-07-13 10:04:35,本科、3-5年,万翼科技有限公司,"上市公司、生活服务,硬件","世界五百强,互联网变革,薪资福利佳,发展空间大",5
53,IOS开发工程师,10k-20k,福田区,2018-07-13 09:57:21,本科、3-5年,深圳市致远优学教育科技有限公司,不需要融资、移动互联网,"高薪资,大平台,工作餐",5
54,iOS开发工程师（中高级）,15k-30k,南山区,2018-07-13 09:54:37,本科、3-5年,深圳市创客工场科技有限公司,B轮、硬件,"机器人,编程教育,年轻活力,免费三餐",5
55,iOS开发工程师,15k-25k,南山区,2018-07-13 09:52:20,本科、3-5年,深圳市小牛在线互联网信息咨询有限公司,不需要融资、金融,互联网金融 行业前十 薪资福利好,5
56,IOS开发工程师,15k-25k,福田区,2018-07-13 09:47:47,本科、3-5年,中国平安财产保险股份有限公司,"上市公司、移动互联网,金融","大平台,薪资,尊重,专业团队",5
57,移动开发经理 (Android &amp; IOS),15k-30k,宝安区,2018-07-13 09:47:21,本科、3-5年,深圳市前海亿车科技有限公司,"A轮、移动互联网,数据服务","行业独角兽,每天下午茶,领导好,腾讯参投",5
58,iOS高级开发工程师,15k-25k,南山区,2018-07-13 09:47:21,本科、5-10年,深圳云之家网络有限公司,"A轮、移动互联网,企业服务","发展空间大,扁平化管理,精英团队,领导人超好",5
59,高级 iOS 开发工程师,15k-25k,福田区,2018-07-13 09:44:47,本科、3-5年,深圳木木雨辰网络科技有限公司,天使轮、金融,"团队氛围好,发展空间大,行业热门,待遇优",5
60,iOS开发工程师-初级,4k-6k,龙岗区,2018-07-13 10:44:27,大专、1年以下,深圳市蛋壳创意科技有限公司,"未融资、移动互联网,其他","五险一金,季度提薪,带薪休假,朝九晚六",6
61,IOS开发工程师,28k-35k,宝安区,2018-07-13 09:54:21,本科、3-5年,深圳市英思奇信息咨询有限公司,"未融资、移动互联网,电子商务","IOS,客户端,熟悉视频,开发测试",6
62,IOS工程师,10k-20k,南山区,2018-07-13 09:42:34,本科、3-5年,深圳市合易网络技术有限公司,"A轮、生活服务,移动互联网","薪酬福利好,弹性工作制,平台发展好",6
63,IOS开发工程师,10k-15k,南山区,2018-07-13 09:41:08,本科、1-3年,深圳市飞鱼星科技有限公司,"B轮、移动互联网,硬件","研发,IOS开发,IOS工程,IOS",6
64,iOS,12k-24k,南山区,2018-07-13 09:36:17,本科、3-5年,深圳泰中科技有限公司,"不需要融资、移动互联网,企业服务","五险一金,年终福利,年假旅行,绩效奖金",6
65,IOS开发工程师,8k-16k,龙华新区,2018-07-13 09:31:06,大专、1-3年,深圳市百米生活股份有限公司,"B轮、移动互联网,O2O","五险一金,周末双休,福利好,办公环境好",6
66,iOS工程师,15k-25k,南山区,2018-07-13 09:29:48,本科、1-3年,深圳市梦之舵信息技术有限公司,A轮、社交网络,亿级用户产品+优厚薪资待遇,6
67,IOS应用开发工程师,11k-22k,南山区,2018-07-13 09:29:07,本科、1-3年,深圳市柔宇科技有限公司,D轮及以上、其他,"福利齐全,股权激励,年终奖金,扁平弹性",6
68,IOS开发工程师,15k-30k,龙岗区,2018-07-13 09:28:25,本科、3-5年,深圳鳍源科技有限公司,"A轮、硬件,其他","成长快,发展空间,酷",6
69,ios开发工程师,12k-20k,福田区,2018-07-13 09:28:11,本科、3-5年,微马体育控股有限公司,不需要融资、移动互联网,"双休,有团队,氛围好,领导能力强",6
70,ios工程师,15k-30k,南山区,2018-07-13 09:26:35,大专、1-3年,元一灵通智能科技（深圳）有限公司,"C轮、金融,生活服务","晋升机会高,入职购五险",6
71,游戏开发工程师（IOS）,12k-20k,南山区,2018-07-13 09:26:08,本科、3-5年,深圳市东方博雅科技有限公司,"上市公司、移动互联网,游戏","上市公司,六险一金,免费班车,餐补",6
72,iOS开发工程师,10k-20k,南山区,2018-07-13 09:24:20,本科、1-3年,深圳和而泰智能控制股份有限公司,上市公司、移动互联网,"上市公司,大牛团队,物联网,智能家居",6
73,ios开发,12k-18k,南山区,2018-07-13 09:21:04,本科、3-5年,深圳市百易信息技术有限公司,"不需要融资、电子商务,移动互联网","福利多多,员工旅游,年终奖",6
74,高级IOS开发,13k-20k,南山区,2018-07-13 09:20:34,本科、3-5年,深圳市天创进科技有限公司,"A轮、移动互联网,教育",天使A轮，发展前景好，项目发挥空间大,6
75,iOS高级工程师,15k-30k,南山区,2018-07-13 09:29:45,不限、3-5年,深圳市梦之舵信息技术有限公司,A轮、社交网络,亿级用户产品+优厚薪资待遇,7
76,ios/android开发经理,15k-30k,南山区,2018-07-13 09:19:24,本科、5-10年,深圳易库易有限公司,"不需要融资、移动互联网,电子商务","发展空间大,领导好,薪资福利佳,环境好",7
77,iOS开发工程师,8k-16k,南山区,2018-07-13 09:18:33,本科、1-3年,广州快盈信息技术服务有限公司,"B轮、社交网络,金融",兼具互联网基因及传统媒体文化,7
78,IOS高级工程师,10k-18k,宝安区,2018-07-13 09:17:48,本科、5-10年,深圳智芯数据服务有限公司,A轮、其他,"弹性工作,五险,福利补贴,股票期权",7
79,总公司-iOS开发实习生,2k-4k,南山区,2018-07-13 09:16:27,本科、不限,深圳道乐科技有限公司,"未融资、移动互联网,金融","实习补贴,零食水果,周末双休,弹性工作制",7
80,iOS工程师,10k-20k,南山区,2018-07-13 09:10:37,大专、3-5年,深圳中兴飞贷金融科技有限公司,"B轮、移动互联网,金融","周末双休,年终奖金,节日福利,五险一金",7
81,IOS开发工程师,12k-20k,南山区,2018-07-13 09:08:25,本科、3-5年,深圳市聚蜂智能科技有限公司,"天使轮、移动互联网,企业服务","股票期权,投资人热捧,大牛团队,水果下午茶",7
82,IOS开发工程师,8k-15k,南山区,2018-07-13 09:04:57,本科、3-5年,深圳市小柠檬教育科技有限公司,"上市公司、教育,移动互联网","领导好,氛围好,发展空间大",7
83,ios开发工程师,10k-20k,福田区,2018-07-13 09:01:44,大专、3-5年,上海海万信息科技股份有限公司,"不需要融资、移动互联网,金融","双休,过节费,年假,旅游",7
84,iOS／android／开发实习生,4k-5k,南山区,2018-07-13 09:01:34,本科、不限,深圳墨齐致知网络科技有限公司,"A轮、移动互联网,教育",急速入职、牛人带,7
85,iOS 手机游戏SDK开发工程师,8k-15k,,2018-07-13 08:53:19,大专、1-3年,深圳市迅龙创威网络技术有限公司,A轮、游戏,高薪资高福利、向牛人学习的机会、快速成长,7
86,高级iOS开发工程师,25k-50k,南山区,2018-07-13 08:48:21,本科、3-5年,平达投资股份有限公司,未融资、O2O,"薪水竞争力,技术氛围好,年终奖,晋升空间大",7
87,ios开发工程师,10k-15k,南山区,2018-07-12 20:00:02,本科、1-3年,厦门瑞为信息技术有限公司深圳分公司,"B轮、硬件,移动互联网","六险一金,免费晚餐,文化好,福利多多",7
88,iOS开发工程师,4k-8k,福田区,2018-07-12 19:34:20,大专、1-3年,鲁班长科技（深圳）有限公司,未融资、移动互联网,"地处繁华商,领导易相处,五险一金,周末双休",7
89,iOS开发工程师,6k-12k,南山区,2018-07-12 19:15:13,不限、1-3年,上海易能信息技术有限公司,"不需要融资、企业服务,数据服务","年底双薪,弹性工作制,五险一金,双休",7
90,中级iOS/Android开发工程师,10k-20k,南山区,2018-07-13 09:19:23,本科、3-5年,深圳易库易有限公司,"不需要融资、移动互联网,电子商务","发展空间大,薪资福利佳,领导好,环境好",8
91,iOS应用软件工程师,8k-15k,宝安区,2018-07-13 09:17:48,本科、1-3年,深圳智芯数据服务有限公司,A轮、其他,五险补充商业保险交通餐饮补贴奖金股票期权,8
92,iOS,12k-20k,南山区,2018-07-13 09:01:33,本科、1-3年,深圳墨齐致知网络科技有限公司,"A轮、移动互联网,教育",顶尖产品、早期期权、酷公司,8
93,iOS高级开发工程师,15K-30K,南山区,2018-07-12 19:01:25,本科、5-10年,深圳有赞信息技术有限公司,"B轮、移动互联网,电子商务",五险一金，弹性工作，带薪年假，年度体检,8
94,ios开发工程师,10K-20K,南山区,2018-07-12 18:07:48,大专、3-5年,深圳链禧科技有限公司,不需要融资、移动互联网,香港企业,8
95,iOS开发工程师,10k-18k,罗湖区,2018-07-12 17:55:33,大专、3-5年,佳峰投资控股集团有限公司,不需要融资、其他,"五险一金,免费午餐,全勤奖",8
96,IOS工程师,15k-30k,南山区,2018-07-12 17:50:44,本科、不限,深圳无觅科技有限公司,"B轮、移动互联网,金融","六险一金,晋升空间,扁平化管理,弹性上下班",8
97,ios开发工程师&nbsp; (MJ000025),12k-20k,南山区,2018-07-12 17:38:15,本科、3-5年,深圳乐信软件技术有限公司,上市公司、移动互联网,"美股上市,金融科技,福利多多,团队专业",8
98,iOS研发工程师,12k-16k,南山区,2018-07-12 17:19:43,本科、不限,深圳可点科技有限公司,"A轮、移动互联网,金融","免费购书,带薪年假,未来金融,大小周",8
99,高级IOS工程师,20k-40k,南山区,2018-07-12 17:09:36,本科、5-10年,新原子（深圳）科技有限公司,"未融资、移动互联网,电子商务","带薪年假,晋升空间大,年度旅游",8
100,IOS开发工程师,10k-18k,南山区,2018-07-12 16:59:44,大专、不限,深圳市手心游戏科技有限公司,"未融资、移动互联网,游戏","五险一金,全勤奖,带薪年假,年终福利",8
101,iOS研发工程师,18k-32k,南山区,2018-07-12 16:54:36,本科、3-5年,上海小蚁科技有限公司,"C轮、移动互联网,硬件","智能硬件,技术大牛,年终奖,福利多",8
102,短视频IOS开发工程师（深圳）,15k-30k,南山区,2018-07-12 16:54:35,本科、3-5年,腾讯科技(深圳)有限公司,"上市公司、移动互联网 ,游戏",腾讯,8
103,IOS开发工程师,10k-20k,南山区,2018-07-12 16:53:30,本科、应届毕业生,深圳礼舍科技有限公司,"A轮、移动互联网,电子商务","团队技术牛,公司氛围好,平台发展大",8
104,资深IOS开发工程师（深圳）,15k-30k,福田区,2018-07-12 16:53:28,本科、不限,平安科技（深圳）有限公司,不需要融资、金融,500强企业，福利好，绩效奖金丰厚,8
105,iOS应届生,5k-10k,南山区,2018-07-12 17:19:42,不限、应届毕业生,深圳可点科技有限公司,"A轮、移动互联网,金融","五险一金,技术大牛,季度出游,大小周",9
106,iOS开发工程师,15k-30k,南山区,2018-07-12 16:54:34,本科、3-5年,上海小蚁科技有限公司,"C轮、移动互联网,硬件","成长型公司,智能硬件,餐补茶歇,弹性工作",9
107,IOS开发工程师（深圳）,15k-30k,福田区,2018-07-12 16:53:28,本科、不限,平安科技（深圳）有限公司,不需要融资、金融,"世界50强,带薪年假,节日福利,绩效丰厚",9
108,IOS开发工程师,13k-16k,南山区,2018-07-12 16:49:01,本科、1-3年,深圳库尚信息技术有限公司,B轮、电子商务,"发展前景好,公司环境佳,企业文化棒",9
109,短视频ios开发工程师,15k-30k,南山区,2018-07-12 16:28:02,本科、3-5年,腾讯科技(深圳)有限公司,"上市公司、移动互联网 ,游戏",福利健全,9
110,IOS软件工程师,9k-18k,南山区,2018-07-12 16:00:37,大专、1-3年,深圳市云房网络科技有限公司,上市公司、O2O,"五险一金,做五休二,绩效奖金,年度旅游",9
111,iOS开发（KLPA组）,12k-17k,福田区,2018-07-12 15:52:18,大专、3-5年,深圳市金证科技股份有限公司,上市公司、金融,"上市公司,薪资福利好,五险一金,大型项目",9
112,Android工程师/IOS工程师,18k-28k,宝安区,2018-07-12 15:46:01,本科、3-5年,深圳市英思奇信息咨询有限公司,"未融资、移动互联网,电子商务","高并发处理,移动端开发,大型公司,薪资可谈",9
113,IOS开发工程师,7k-12k,福田区,2018-07-12 15:38:12,本科、1-3年,深圳市交投科技有限公司,"不需要融资、移动互联网,其他",项目奖金,9
114,高级IOS开发工程师,10k-18k,南山区,2018-07-12 15:30:35,本科、1-3年,厦门吉比特网络技术股份有限公司,上市公司、游戏,"海量用户,海外业务场,薪酬福利好",9
115,ios工程师,8k-12k,宝安区,2018-07-12 15:24:35,不限、1-3年,海网物联（深圳）科技有限公司,"未融资、移动互联网,硬件","节日福利,社保,环境好,5天8小时",9
116,ios工程师,5k-7k,宝安区,2018-07-12 15:23:47,不限、不限,英麦(深圳)科技有限公司,"未融资、移动互联网,硬件","节日福利,社保,环境好",9
117,IOS开发工程师,10k-18k,南山区,2018-07-12 15:23:31,本科、3-5年,深圳市得色科技有限公司,不需要融资、移动互联网,"发展好,氛围好,团队好,领导好",9
118,iOS开发工程师,15k-30k,南山区,2018-07-12 15:20:51,本科、1-3年,北京达佳互联信息技术有限公司,D轮及以上、移动互联网,"定期团建,大牛如云",9
119,高级ios开发工程师,20k-30k,南山区,2018-07-12 15:16:46,本科、5-10年,深圳凯石信息科技有限公司,未融资、移动互联网、金融,"金融公司,福利好,团队氛围好,双休",9
120,IOS软件工程师,9k-18k,南山区,2018-07-12 16:00:37,大专、1-3年,深圳市云房网络科技有限公司,上市公司、O2O,"五险一金,做五休二,年度旅游,绩效奖金",10
